G96-1(9.6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,峰2,9.329,312896,34.6,6664,VB,,,找到,Q20 C02 ,,312896,,,8.633,10.425,7.133,10.425,1.61E-01,-9.82E-01,28.5,,3.13E+05,,,,,215,,,,107.5,456,0,,,45940,,9.783,1,,,,,,,,,,,,,,,,,,,,,,,,34.602,,,,,,,,,,,,,,,,,,,100,,
4,,14.014,137181,15.17,3533,VB,,,未知,C02 ,,137181,,,13.833,15.092,13.1,15.092,2.66E-01,-3.42E+00,15.11,,,,,,,151,,,,75.5,3391,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.17,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G299-4(9.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,名称,保留时间,面积,% 面积,高度,积分类型,含量,单位,峰类型,峰代码,峰标签,修正 面积~,相对 RT,RT 比率,开始时间,结束时间,基线开始,基线结束,斜率,漂移,% 高,% 含量,响应,浓度,峰级别,组份 类型,杂质 类型,峰内 点数,RF,控制值,% 偏差,宽度,开始高度,结束高度,拐点处宽度,二阶 导数 Apex,曲线 ID,优化 峰 宽度,曲线 RT,相对 响应,主 峰,峰比率 作用,副 峰 1,峰比率 1,峰比率 参比 值 1,峰比率 容差 1,峰比率 % 容差 1,副 峰 2,峰比率 2,峰比率 参比 值 2,峰比率 % 容差 2,峰比率 容差 2,副 峰 3,峰比率 3,峰比率 参比 值 3,峰比率 % 容差 3,峰比率 容差 3,副 峰 4,峰比率 4,峰比率 参比 值 4,峰比率 % 容差 4,峰比率 容差 4,峰比率 参比 结果 ID,% 调整面积,"相对于 ""主要组分"" 的 ""% 面积""",% w/w,杂质 响应,杂质,最大 不纯度,杂质 主要组分,组中的 峰 数,报告 阈值,识别 阈值,检定 阈值,最大 阈值,高于 报告 阈值,高于 识别 阈值,高于 检定 阈值,超过 最大 阈值,ICH 阈值,RRT~,保留时间 参比 已使用,纯度 (组分),已输入 X 值,
1,峰1,7.797,251999,17.99,6533,BV,,,找到,Q20 C02 ,,251999,,,7.133,8.608,7.133,10.425,1.82E-01,-1.02E+00,24.92,,2.52E+05,,,,,177,,,,88.5,0,242,,,45939,,7.984,1,,,,,,,,,,,,,,,,,,,,,,,,17.988,,,,,,,,,,,,,,,,,,,100,,
2,峰2,9.32,252185,18,5210,VB,,,找到,Q20 C02 ,,252185,,,8.608,10.425,7.133,10.425,1.82E-01,-1.02E+00,19.87,,2.52E+05,,,,,218,,,,109,242,0,,,45940,,9.783,1,,,,,,,,,,,,,,,,,,,,,,,,18.002,,,,,,,,,,,,,,,,,,,100,,
3,,13.813,885493,63.21,13898,BV,,,未知,C02 ,,885493,,,13.033,15.592,13.033,16.425,6.07E-02,-8.15E-01,53,,,,,,,307,,,,153.5,0,580,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,63.209,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G391(5.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,名称,保留时间,面积,% 面积,高度,积分类型,含量,单位,峰类型,峰代码,峰标签,修正 面积~,相对 RT,RT 比率,开始时间,结束时间,基线开始,基线结束,斜率,漂移,% 高,% 含量,响应,浓度,峰级别,组份 类型,杂质 类型,峰内 点数,RF,控制值,% 偏差,宽度,开始高度,结束高度,拐点处宽度,二阶 导数 Apex,曲线 ID,优化 峰 宽度,曲线 RT,相对 响应,主 峰,峰比率 作用,副 峰 1,峰比率 1,峰比率 参比 值 1,峰比率 容差 1,峰比率 % 容差 1,副 峰 2,峰比率 2,峰比率 参比 值 2,峰比率 % 容差 2,峰比率 容差 2,副 峰 3,峰比率 3,峰比率 参比 值 3,峰比率 % 容差 3,峰比率 容差 3,副 峰 4,峰比率 4,峰比率 参比 值 4,峰比率 % 容差 4,峰比率 容差 4,峰比率 参比 结果 ID,% 调整面积,"相对于 ""主要组分"" 的 ""% 面积""",% w/w,杂质 响应,杂质,最大 不纯度,杂质 主要组分,组中的 峰 数,报告 阈值,识别 阈值,检定 阈值,最大 阈值,高于 报告 阈值,高于 识别 阈值,高于 检定 阈值,超过 最大 阈值,ICH 阈值,RRT~,保留时间 参比 已使用,纯度 (组分),已输入 X 值,
1,,7.817,757295,40.97,19740,BV,,,未知,,,,,,7.15,8.65,7.15,10.825,8.92E-02,-4.92E-01,47.77,,7.57E+05,,,,,180,,,,90,0,1261,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,9.367,829974,44.91,17149,VB,,,未知,,,,,,8.65,10.825,7.15,10.825,8.92E-02,-4.92E-01,41.5,,8.30E+05,,,,,261,,,,130.5,1261,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,13.699,260119,14.07,4224,Bv,,,未知,,,,,,13.133,14.983,13.133,15.125,2.23E-01,-2.85E+00,10.22,,,,,,,222,,,,111,0,210,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G299(8.6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,名称,保留时间,面积,% 面积,高度,积分类型,含量,单位,峰类型,峰代码,峰标签,修正 面积~,相对 RT,RT 比率,开始时间,结束时间,基线开始,基线结束,斜率,漂移,% 高,% 含量,响应,浓度,峰级别,组份 类型,杂质 类型,峰内 点数,RF,控制值,% 偏差,宽度,开始高度,结束高度,拐点处宽度,二阶 导数 Apex,曲线 ID,优化 峰 宽度,曲线 RT,相对 响应,主 峰,峰比率 作用,副 峰 1,峰比率 1,峰比率 参比 值 1,峰比率 容差 1,峰比率 % 容差 1,副 峰 2,峰比率 2,峰比率 参比 值 2,峰比率 % 容差 2,峰比率 容差 2,副 峰 3,峰比率 3,峰比率 参比 值 3,峰比率 % 容差 3,峰比率 容差 3,副 峰 4,峰比率 4,峰比率 参比 值 4,峰比率 % 容差 4,峰比率 容差 4,峰比率 参比 结果 ID,% 调整面积,"相对于 ""主要组分"" 的 ""% 面积""",% w/w,杂质 响应,杂质,最大 不纯度,杂质 主要组分,组中的 峰 数,报告 阈值,识别 阈值,检定 阈值,最大 阈值,高于 报告 阈值,高于 识别 阈值,高于 检定 阈值,超过 最大 阈值,ICH 阈值,RRT~,保留时间 参比 已使用,纯度 (组分),已输入 X 值,
1,峰1,7.817,126362,12.87,3414,BV,,,找到,Q20 C02 ,,126362,,,7.233,8.617,7.233,10.225,1.10E-01,-5.11E-01,18.84,,1.26E+05,,,,,166,,,,83,0,134,,,45939,,7.984,1,,,,,,,,,,,,,,,,,,,,,,,,12.873,,,,,,,,,,,,,,,,,,,100,,
2,峰2,9.337,124206,12.65,2742,VB,,,找到,Q20 C02 ,,124206,,,8.617,10.225,7.233,10.225,1.10E-01,-5.11E-01,15.13,,1.24E+05,,,,,193,,,,96.5,134,0,,,45940,,9.783,1,,,,,,,,,,,,,,,,,,,,,,,,12.654,,,,,,,,,,,,,,,,,,,100,,
3,,13.824,729351,74.3,11863,BB,,,未知,C02 ,,729351,,,13.1,15.558,13.1,15.558,2.23E-01,-2.86E+00,65.45,,,,,,,295,,,,147.5,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,74.303,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G387(6.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,名称,保留时间,面积,% 面积,高度,积分类型,含量,单位,峰类型,峰代码,峰标签,修正 面积~,相对 RT,RT 比率,开始时间,结束时间,基线开始,基线结束,斜率,漂移,% 高,% 含量,响应,浓度,峰级别,组份 类型,杂质 类型,峰内 点数,RF,控制值,% 偏差,宽度,开始高度,结束高度,拐点处宽度,二阶 导数 Apex,曲线 ID,优化 峰 宽度,曲线 RT,相对 响应,主 峰,峰比率 作用,副 峰 1,峰比率 1,峰比率 参比 值 1,峰比率 容差 1,峰比率 % 容差 1,副 峰 2,峰比率 2,峰比率 参比 值 2,峰比率 % 容差 2,峰比率 容差 2,副 峰 3,峰比率 3,峰比率 参比 值 3,峰比率 % 容差 3,峰比率 容差 3,副 峰 4,峰比率 4,峰比率 参比 值 4,峰比率 % 容差 4,峰比率 容差 4,峰比率 参比 结果 ID,% 调整面积,"相对于 ""主要组分"" 的 ""% 面积""",% w/w,杂质 响应,杂质,最大 不纯度,杂质 主要组分,组中的 峰 数,报告 阈值,识别 阈值,检定 阈值,最大 阈值,高于 报告 阈值,高于 识别 阈值,高于 检定 阈值,超过 最大 阈值,ICH 阈值,RRT~,保留时间 参比 已使用,纯度 (组分),已输入 X 值,
1,峰1,7.822,531166,44.53,13847,BV,,,找到,Q20 C02 ,,531166,,,7.142,8.658,7.142,10.658,9.85E-02,-5.68E-01,50.82,,5.31E+05,,,,,182,,,,91,0,862,,,45939,,7.984,1,,,,,,,,,,,,,,,,,,,,,,,,44.529,,,,,,,,,,,,,,,,,,,100,,
2,峰2,9.36,567193,47.55,11806,VB,,,找到,Q20 C02 ,,567193,,,8.658,10.658,7.142,10.658,9.85E-02,-5.68E-01,43.33,,5.67E+05,,,,,240,,,,120,862,0,,,45940,,9.783,1,,,,,,,,,,,,,,,,,,,,,,,,47.549,,,,,,,,,,,,,,,,,,,100,,
3,,14.018,94490,7.92,1595,BB,,,未知,C02 ,,94490,,,13.2,14.892,13.2,14.892,1.91E-01,-2.46E+00,5.85,,,,,,,203,,,,101.5,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.921,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G397(10.6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,名称,保留时间,面积,% 面积,高度,积分类型,含量,单位,峰类型,峰代码,峰标签,修正 面积~,相对 RT,RT 比率,开始时间,结束时间,基线开始,基线结束,斜率,漂移,% 高,% 含量,响应,浓度,峰级别,组份 类型,杂质 类型,峰内 点数,RF,控制值,% 偏差,宽度,开始高度,结束高度,拐点处宽度,二阶 导数 Apex,曲线 ID,优化 峰 宽度,曲线 RT,相对 响应,主 峰,峰比率 作用,副 峰 1,峰比率 1,峰比率 参比 值 1,峰比率 容差 1,峰比率 % 容差 1,副 峰 2,峰比率 2,峰比率 参比 值 2,峰比率 % 容差 2,峰比率 容差 2,副 峰 3,峰比率 3,峰比率 参比 值 3,峰比率 % 容差 3,峰比率 容差 3,副 峰 4,峰比率 4,峰比率 参比 值 4,峰比率 % 容差 4,峰比率 容差 4,峰比率 参比 结果 ID,% 调整面积,"相对于 ""主要组分"" 的 ""% 面积""",% w/w,杂质 响应,杂质,最大 不纯度,杂质 主要组分,组中的 峰 数,报告 阈值,识别 阈值,检定 阈值,最大 阈值,高于 报告 阈值,高于 识别 阈值,高于 检定 阈值,超过 最大 阈值,ICH 阈值,RRT~,保留时间 参比 已使用,纯度 (组分),已输入 X 值,
1,峰1,7.793,103769,13.84,2734,BV,,,找到,Q20 C02 ,,103769,,,7.208,8.6,7.208,10.158,4.76E-02,-6.23E-02,20.78,,1.04E+05,,,,,167,,,,83.5,0,88,,,45939,,7.984,1,,,,,,,,,,,,,,,,,,,,,,,,13.84,,,,,,,,,,,,,,,,,,,100,,
2,,9.285,90402,12.06,1961,VB,,,未知,C02 ,,90402,,,8.6,10.158,7.208,10.158,4.76E-02,-6.23E-02,14.9,,,,,,,187,,,,93.5,88,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.057,,,,,,,,,,,,,,,,,,,,,
4,,14,555631,74.1,8464,BB,,,未知,C02 ,,555631,,,13,15.358,13,15.358,2.22E-01,-2.80E+00,64.32,,,,,,,283,,,,141.5,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,74.104,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G361(7.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,名称,保留时间,面积,% 面积,高度,积分类型,含量,单位,峰类型,峰代码,峰标签,修正 面积~,相对 RT,RT 比率,开始时间,结束时间,基线开始,基线结束,斜率,漂移,% 高,% 含量,响应,浓度,峰级别,组份 类型,杂质 类型,峰内 点数,RF,控制值,% 偏差,宽度,开始高度,结束高度,拐点处宽度,二阶 导数 Apex,曲线 ID,优化 峰 宽度,曲线 RT,相对 响应,主 峰,峰比率 作用,副 峰 1,峰比率 1,峰比率 参比 值 1,峰比率 容差 1,峰比率 % 容差 1,副 峰 2,峰比率 2,峰比率 参比 值 2,峰比率 % 容差 2,峰比率 容差 2,副 峰 3,峰比率 3,峰比率 参比 值 3,峰比率 % 容差 3,峰比率 容差 3,副 峰 4,峰比率 4,峰比率 参比 值 4,峰比率 % 容差 4,峰比率 容差 4,峰比率 参比 结果 ID,% 调整面积,"相对于 ""主要组分"" 的 ""% 面积""",% w/w,杂质 响应,杂质,最大 不纯度,杂质 主要组分,组中的 峰 数,报告 阈值,识别 阈值,检定 阈值,最大 阈值,高于 报告 阈值,高于 识别 阈值,高于 检定 阈值,超过 最大 阈值,ICH 阈值,RRT~,保留时间 参比 已使用,纯度 (组分),已输入 X 值,
1,,7.813,500684,32.52,12911,BV,,,未知,,,,,,7.133,8.625,7.133,10.525,1.81E-01,-1.11E+00,40.52,,5.01E+05,,,,,179,,,,89.5,0,769,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,9.339,469345,30.49,9707,VB,,,未知,,,,,,8.625,10.525,7.133,10.525,1.81E-01,-1.11E+00,30.46,,4.69E+05,,,,,228,,,,114,769,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,13.775,565444,36.73,8810,Bv,,,未知,,,,,,13.067,15.242,13.067,15.458,2.02E-01,-2.55E+00,27.65,,,,,,,261,,,,130.5,0,306,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G287(4.6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,名称,保留时间,面积,% 面积,高度,积分类型,含量,单位,峰类型,峰代码,峰标签,修正 面积~,相对 RT,RT 比率,开始时间,结束时间,基线开始,基线结束,斜率,漂移,% 高,% 含量,响应,浓度,峰级别,组份 类型,杂质 类型,峰内 点数,RF,控制值,% 偏差,宽度,开始高度,结束高度,拐点处宽度,二阶 导数 Apex,曲线 ID,优化 峰 宽度,曲线 RT,相对 响应,主 峰,峰比率 作用,副 峰 1,峰比率 1,峰比率 参比 值 1,峰比率 容差 1,峰比率 % 容差 1,副 峰 2,峰比率 2,峰比率 参比 值 2,峰比率 % 容差 2,峰比率 容差 2,副 峰 3,峰比率 3,峰比率 参比 值 3,峰比率 % 容差 3,峰比率 容差 3,副 峰 4,峰比率 4,峰比率 参比 值 4,峰比率 % 容差 4,峰比率 容差 4,峰比率 参比 结果 ID,% 调整面积,"相对于 ""主要组分"" 的 ""% 面积""",% w/w,杂质 响应,杂质,最大 不纯度,杂质 主要组分,组中的 峰 数,报告 阈值,识别 阈值,检定 阈值,最大 阈值,高于 报告 阈值,高于 识别 阈值,高于 检定 阈值,超过 最大 阈值,ICH 阈值,RRT~,保留时间 参比 已使用,纯度 (组分),已输入 X 值,
2,峰1,7.858,720816,45.61,18672,VV,,,找到,Q20 C02 ,,720816,,,7.158,8.692,5.933,10.792,1.63E-01,-1.27E+00,51.75,,7.21E+05,,,,,184,,,,92,236,1269,,,45939,,7.984,1,,,,,,,,,,,,,,,,,,,,,,,,45.607,,,,,,,,,,,,,,,,,,,100,,
3,峰2,9.41,730316,46.21,15026,VB,,,找到,Q20 C02 ,,730316,,,8.692,10.792,5.933,10.792,1.63E-01,-1.27E+00,41.64,,7.30E+05,,,,,252,,,,126,1269,0,,,45940,,9.783,1,,,,,,,,,,,,,,,,,,,,,,,,46.208,,,,,,,,,,,,,,,,,,,100,,
4,,14.083,102396,6.48,1777,BB,,,未知,I08 C02 ,,102396,,,13.233,14.958,13.233,14.958,2.01E-01,-2.56E+00,4.92,,,,,,,207,,,,103.5,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.479,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G377-1(8.6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
